ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
SLE,Sierra Leone,rural,Sanitation,2000,0.02829,831.144,Basic service
SLE,Sierra Leone,urban,Sanitation,2000,4.0003,65047.91378,Basic service
SLE,Sierra Leone,total,Drinking water,2000,35.14489,1604116.9865,Basic service
SLE,Sierra Leone,rural,Drinking water,2000,22.89096,672586.87043,Basic service
SLE,Sierra Leone,urban,Drinking water,2000,57.28698,931530.10356,Basic service
SLE,Sierra Leone,total,Sanitation,2000,23.69065,1081311.42796,Limited service
SLE,Sierra Leone,rural,Sanitation,2000,13.93648,409484.45269,Limited service
SLE,Sierra Leone,urban,Sanitation,2000,41.31583,671826.96531,Limited service
SLE,Sierra Leone,total,Drinking water,2000,5.55515,253553.34475,Limited service
SLE,Sierra Leone,rural,Drinking water,2000,3.03443,89158.24783,Limited service
SLE,Sierra Leone,urban,Drinking water,2000,10.10992,164395.09434,Limited service
SLE,Sierra Leone,total,Sanitation,2000,26.26398,1198766.22241,Open defecation
SLE,Sierra Leone,rural,Sanitation,2000,37.45273,1100443.8647,Open defecation
SLE,Sierra Leone,urban,Sanitation,2000,6.0466,98322.36915,Open defecation
SLE,Sierra Leone,total,Sanitation,2000,8.7371,398786.97803,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2000,4.51895,132776.7373,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2000,16.35902,266010.23642,Safely managed service
SLE,Sierra Leone,total,Drinking water,2000,4.7389,216297.30204,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2000,1.5196,44649.10088,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2000,10.55597,171648.19787,Safely managed service
SLE,Sierra Leone,total,Drinking water,2000,38.74259,1768326.82088,Surface water
SLE,Sierra Leone,rural,Drinking water,2000,55.26966,1623944.57331,Surface water
SLE,Sierra Leone,urban,Drinking water,2000,8.87918,144382.26446,Surface water
SLE,Sierra Leone,total,Sanitation,2000,39.86492,1819553.31236,Unimproved
SLE,Sierra Leone,rural,Sanitation,2000,44.06355,1294684.37716,Unimproved
SLE,Sierra Leone,urban,Sanitation,2000,32.27825,524868.93949,Unimproved
SLE,Sierra Leone,total,Drinking water,2000,15.81848,722002.54583,Unimproved
SLE,Sierra Leone,rural,Drinking water,2000,17.28535,507881.78341,Unimproved
SLE,Sierra Leone,urban,Drinking water,2000,13.16794,214120.76392,Unimproved
SLE,Sierra Leone,total,Sanitation,2001,1.46271,69319.83527,Basic service
SLE,Sierra Leone,rural,Sanitation,2001,0.02762,839.61328,Basic service
SLE,Sierra Leone,urban,Sanitation,2001,4.02875,68480.22016,Basic service
SLE,Sierra Leone,total,Drinking water,2001,35.27988,1671965.47157,Basic service
SLE,Sierra Leone,rural,Drinking water,2001,22.75479,691599.47622,Basic service
SLE,Sierra Leone,urban,Drinking water,2001,57.67571,980365.95192,Basic service
SLE,Sierra Leone,total,Sanitation,2001,24.31765,1152449.23367,Limited service
SLE,Sierra Leone,rural,Sanitation,2001,14.53368,441730.42395,Limited service
SLE,Sierra Leone,urban,Sanitation,2001,41.81215,710718.77975,Limited service
SLE,Sierra Leone,total,Drinking water,2001,5.63344,266976.8904,Limited service
SLE,Sierra Leone,rural,Drinking water,2001,3.01826,91735.56086,Limited service
SLE,Sierra Leone,urban,Drinking water,2001,10.30959,175241.32258,Limited service
SLE,Sierra Leone,total,Sanitation,2001,25.75238,1220443.19461,Open defecation
SLE,Sierra Leone,rural,Sanitation,2001,36.77676,1117777.04136,Open defecation
SLE,Sierra Leone,urban,Sanitation,2001,6.03993,102666.12214,Open defecation
SLE,Sierra Leone,total,Sanitation,2001,8.96854,425032.36036,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2001,4.71447,143289.58543,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2001,16.57515,281742.76386,Safely managed service
SLE,Sierra Leone,total,Drinking water,2001,4.89143,231811.9417,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2001,1.67194,50816.09167,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2001,10.64813,180995.84397,Safely managed service
SLE,Sierra Leone,total,Drinking water,2001,38.50846,1824972.51923,Surface water
SLE,Sierra Leone,rural,Drinking water,2001,55.26966,1679842.39806,Surface water
SLE,Sierra Leone,urban,Drinking water,2001,8.53812,145130.07465,Surface water
SLE,Sierra Leone,total,Sanitation,2001,39.49872,1871902.37609,Unimproved
SLE,Sierra Leone,rural,Sanitation,2001,43.94747,1335720.45402,Unimproved
SLE,Sierra Leone,urban,Sanitation,2001,31.54402,536181.99605,Unimproved
SLE,Sierra Leone,total,Drinking water,2001,15.68679,743420.1771,Unimproved
SLE,Sierra Leone,rural,Drinking water,2001,17.28535,525363.59122,Unimproved
SLE,Sierra Leone,urban,Drinking water,2001,12.82845,218056.68885,Unimproved
SLE,Sierra Leone,total,Sanitation,2002,1.48224,73477.76129,Basic service
SLE,Sierra Leone,rural,Sanitation,2002,0.02696,853.94682,Basic service
SLE,Sierra Leone,urban,Sanitation,2002,4.05719,72623.81528,Basic service
SLE,Sierra Leone,total,Drinking water,2002,36.3485,1801873.75174,Basic service
SLE,Sierra Leone,rural,Drinking water,2002,24.07649,762554.02634,Basic service
SLE,Sierra Leone,urban,Drinking water,2002,58.06252,1039319.76138,Basic service
SLE,Sierra Leone,total,Sanitation,2002,24.94444,1236549.79486,Limited service
SLE,Sierra Leone,rural,Sanitation,2002,15.13088,479227.52057,Limited service
SLE,Sierra Leone,urban,Sanitation,2002,42.30848,757322.29804,Limited service
SLE,Sierra Leone,total,Drinking water,2002,5.83717,289360.97903,Limited service
SLE,Sierra Leone,rural,Drinking water,2002,3.19558,101210.76038,Limited service
SLE,Sierra Leone,urban,Drinking water,2002,10.51118,188150.22397,Limited service
SLE,Sierra Leone,total,Sanitation,2002,25.2437,1251384.81355,Open defecation
SLE,Sierra Leone,rural,Sanitation,2002,36.10079,1143389.45516,Open defecation
SLE,Sierra Leone,urban,Sanitation,2002,6.03326,107995.39662,Open defecation
SLE,Sierra Leone,total,Sanitation,2002,9.20021,456074.03633,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2002,4.90999,155509.92307,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2002,16.79128,300564.12155,Safely managed service
SLE,Sierra Leone,total,Drinking water,2002,5.11888,253754.00858,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2002,1.94186,61502.74283,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2002,10.74029,192251.26983,Safely managed service
SLE,Sierra Leone,total,Drinking water,2002,36.91478,1829945.61918,Surface water
SLE,Sierra Leone,rural,Drinking water,2002,53.14506,1683218.2705,Surface water
SLE,Sierra Leone,urban,Drinking water,2002,8.19706,146727.40483,Surface water
SLE,Sierra Leone,total,Sanitation,2002,39.12941,1939729.59397,Unimproved
SLE,Sierra Leone,rural,Sanitation,2002,43.83138,1388233.97144,Unimproved
SLE,Sierra Leone,urban,Sanitation,2002,30.80979,551495.55143,Unimproved
SLE,Sierra Leone,total,Drinking water,2002,15.78066,782281.64148,Unimproved
SLE,Sierra Leone,rural,Drinking water,2002,17.64102,558729.01703,Unimproved
SLE,Sierra Leone,urban,Drinking water,2002,12.48896,223552.52291,Unimproved
SLE,Sierra Leone,total,Sanitation,2003,1.50195,78094.69828,Basic service
SLE,Sierra Leone,rural,Sanitation,2003,0.0263,870.35632,Basic service
SLE,Sierra Leone,urban,Sanitation,2003,4.08564,77224.3435,Basic service
SLE,Sierra Leone,total,Drinking water,2003,37.40106,1944686.22822,Basic service
SLE,Sierra Leone,rural,Drinking water,2003,25.38062,839948.63325,Basic service
SLE,Sierra Leone,urban,Drinking water,2003,58.44739,1104737.63827,Basic service
SLE,Sierra Leone,total,Sanitation,2003,25.57101,1329577.36373,Limited service
SLE,Sierra Leone,rural,Sanitation,2003,15.72808,520506.59067,Limited service
SLE,Sierra Leone,urban,Sanitation,2003,42.80481,809070.80234,Limited service
SLE,Sierra Leone,total,Drinking water,2003,6.04046,314076.7515,Limited service
SLE,Sierra Leone,rural,Drinking water,2003,3.37081,111553.94502,Limited service
SLE,Sierra Leone,urban,Drinking water,2003,10.7147,202522.81333,Limited service
SLE,Sierra Leone,total,Sanitation,2003,24.73797,1286262.83382,Open defecation
SLE,Sierra Leone,rural,Sanitation,2003,35.42481,1172351.93518,Open defecation
SLE,Sierra Leone,urban,Sanitation,2003,6.02659,113910.93094,Open defecation
SLE,Sierra Leone,total,Sanitation,2003,9.43209,490426.0244,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2003,5.10551,168962.17902,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2003,17.00741,321463.85604,Safely managed service
SLE,Sierra Leone,total,Drinking water,2003,5.35806,278594.96574,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2003,2.23141,73846.59915,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2003,10.83244,204748.37252,Safely managed service
SLE,Sierra Leone,total,Drinking water,2003,35.32931,1836964.94513,Surface water
SLE,Sierra Leone,rural,Drinking water,2003,51.02046,1688475.69558,Surface water
SLE,Sierra Leone,urban,Drinking water,2003,7.85599,148489.29576,Surface water
SLE,Sierra Leone,total,Sanitation,2003,38.75698,2015188.07977,Unimproved
SLE,Sierra Leone,rural,Sanitation,2003,43.71529,1446717.82444,Unimproved
SLE,Sierra Leone,urban,Sanitation,2003,30.07556,568470.18155,Unimproved
SLE,Sierra Leone,total,Drinking water,2003,15.87111,825226.10941,Unimproved
SLE,Sierra Leone,rural,Drinking water,2003,17.99669,595584.01264,Unimproved
SLE,Sierra Leone,urban,Drinking water,2003,12.14947,229641.99449,Unimproved
SLE,Sierra Leone,total,Hygiene,2004,11.25149,612046.72018,Basic service
SLE,Sierra Leone,rural,Hygiene,2004,7.82965,270043.38319,Basic service
SLE,Sierra Leone,urban,Hygiene,2004,17.17996,342003.34269,Basic service
SLE,Sierra Leone,total,Sanitation,2004,1.54421,84000.30356,Basic service
SLE,Sierra Leone,rural,Sanitation,2004,0.02579,889.502,Basic service
SLE,Sierra Leone,urban,Sanitation,2004,4.17493,83110.8041,Basic service
SLE,Sierra Leone,total,Drinking water,2004,38.43763,2090889.80732,Basic service
SLE,Sierra Leone,rural,Drinking water,2004,26.66721,919747.85555,Basic service
SLE,Sierra Leone,urban,Drinking water,2004,58.83034,1171141.9714,Basic service
SLE,Sierra Leone,total,Hygiene,2004,62.86158,3419478.16107,Limited service
SLE,Sierra Leone,rural,Hygiene,2004,67.09541,2314110.19084,Limited service
SLE,Sierra Leone,urban,Hygiene,2004,55.5263,1105367.96317,Limited service
SLE,Sierra Leone,total,Sanitation,2004,26.1513,1422551.21782,Limited service
SLE,Sierra Leone,rural,Sanitation,2004,16.29341,561956.9734,Limited service
SLE,Sierra Leone,urban,Sanitation,2004,43.2305,860594.26086,Limited service
SLE,Sierra Leone,total,Drinking water,2004,6.24335,339619.23539,Limited service
SLE,Sierra Leone,rural,Drinking water,2004,3.54396,122230.70385,Limited service
SLE,Sierra Leone,urban,Drinking water,2004,10.92015,217388.53605,Limited service
SLE,Sierra Leone,total,Hygiene,2004,25.88693,1408170.11875,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2004,25.07494,864830.60725,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2004,27.29374,543339.51286,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2004,24.2352,1318321.14914,Open defecation
SLE,Sierra Leone,rural,Sanitation,2004,34.74884,1198482.03611,Open defecation
SLE,Sierra Leone,urban,Sanitation,2004,6.01991,119839.0955,Open defecation
SLE,Sierra Leone,total,Sanitation,2004,9.68789,526991.54227,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2004,5.33276,183925.89222,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2004,17.23332,343065.65731,Safely managed service
SLE,Sierra Leone,total,Drinking water,2004,5.60881,305102.41295,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2004,2.54061,87625.20361,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2004,10.9246,217477.21446,Safely managed service
SLE,Sierra Leone,total,Drinking water,2004,33.7521,1836011.12605,Surface water
SLE,Sierra Leone,rural,Drinking water,2004,48.89586,1686410.53877,Surface water
SLE,Sierra Leone,urban,Drinking water,2004,7.51493,149600.56202,Surface water
SLE,Sierra Leone,total,Sanitation,2004,38.38139,2087830.78721,Unimproved
SLE,Sierra Leone,rural,Sanitation,2004,43.59921,1503729.77755,Unimproved
SLE,Sierra Leone,urban,Sanitation,2004,29.34133,584101.00095,Unimproved
SLE,Sierra Leone,total,Drinking water,2004,15.95811,868072.41829,Unimproved
SLE,Sierra Leone,rural,Drinking water,2004,18.35236,632969.8795,Unimproved
SLE,Sierra Leone,urban,Drinking water,2004,11.80998,235102.53479,Unimproved
SLE,Sierra Leone,total,Hygiene,2005,11.28169,638360.83996,Basic service
SLE,Sierra Leone,rural,Hygiene,2005,7.82965,279468.55498,Basic service
SLE,Sierra Leone,urban,Hygiene,2005,17.17996,358892.28407,Basic service
SLE,Sierra Leone,total,Sanitation,2005,1.59268,90119.76527,Basic service
SLE,Sierra Leone,rural,Sanitation,2005,0.02883,1029.02744,Basic service
SLE,Sierra Leone,urban,Sanitation,2005,4.26472,89090.73741,Basic service
SLE,Sierra Leone,total,Drinking water,2005,39.4827,2234081.00296,Basic service
SLE,Sierra Leone,rural,Drinking water,2005,27.93624,997145.68682,Basic service
SLE,Sierra Leone,urban,Drinking water,2005,59.21136,1236935.31307,Basic service
SLE,Sierra Leone,total,Hygiene,2005,62.82421,3554831.94313,Limited service
SLE,Sierra Leone,rural,Hygiene,2005,67.09541,2394878.27273,Limited service
SLE,Sierra Leone,urban,Hygiene,2005,55.5263,1159953.67154,Limited service
SLE,Sierra Leone,total,Sanitation,2005,26.75002,1513617.26052,Limited service
SLE,Sierra Leone,rural,Sanitation,2005,16.85639,601665.77424,Limited service
SLE,Sierra Leone,urban,Sanitation,2005,43.65458,911951.48365,Limited service
SLE,Sierra Leone,total,Drinking water,2005,6.45165,365058.6309,Limited service
SLE,Sierra Leone,rural,Drinking water,2005,3.71503,132602.80434,Limited service
SLE,Sierra Leone,urban,Drinking water,2005,11.12752,232455.82583,Limited service
SLE,Sierra Leone,total,Hygiene,2005,25.8941,1465186.21691,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2005,25.07494,895015.30181,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2005,27.29374,570170.91488,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2005,23.71354,1341801.72709,Open defecation
SLE,Sierra Leone,rural,Sanitation,2005,34.07287,1216184.06859,Open defecation
SLE,Sierra Leone,urban,Sanitation,2005,6.01324,125617.66126,Open defecation
SLE,Sierra Leone,total,Sanitation,2005,9.95273,563163.04945,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2005,5.55879,198413.19003,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2005,17.46036,364749.85825,Safely managed service
SLE,Sierra Leone,total,Drinking water,2005,5.87735,332562.71155,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2005,2.86944,102420.78003,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2005,11.01676,230141.93072,Safely managed service
SLE,Sierra Leone,total,Drinking water,2005,32.1523,1819299.05077,Surface water
SLE,Sierra Leone,rural,Drinking water,2005,46.77126,1669435.70694,Surface water
SLE,Sierra Leone,urban,Drinking water,2005,7.17387,149863.34773,Surface water
SLE,Sierra Leone,total,Sanitation,2005,37.99104,2149677.19767,Unimproved
SLE,Sierra Leone,rural,Sanitation,2005,43.48312,1552070.06922,Unimproved
SLE,Sierra Leone,urban,Sanitation,2005,28.6071,597607.12991,Unimproved
SLE,Sierra Leone,total,Drinking water,2005,16.036,907377.60381,Unimproved
SLE,Sierra Leone,rural,Drinking water,2005,18.70802,667757.15138,Unimproved
SLE,Sierra Leone,urban,Drinking water,2005,11.47049,239620.45314,Unimproved
SLE,Sierra Leone,total,Hygiene,2006,11.3176,661931.35614,Basic service
SLE,Sierra Leone,rural,Hygiene,2006,7.82965,287109.68338,Basic service
SLE,Sierra Leone,urban,Hygiene,2006,17.17996,374821.67937,Basic service
SLE,Sierra Leone,total,Sanitation,2006,1.64648,96297.7679,Basic service
SLE,Sierra Leone,rural,Sanitation,2006,0.03498,1282.86633,Basic service
SLE,Sierra Leone,urban,Sanitation,2006,4.35501,95014.90462,Basic service
SLE,Sierra Leone,total,Drinking water,2006,40.52885,2370407.8091,Basic service
SLE,Sierra Leone,rural,Drinking water,2006,29.18772,1070300.50743,Basic service
SLE,Sierra Leone,urban,Drinking water,2006,59.59045,1300107.32316,Basic service
SLE,Sierra Leone,total,Hygiene,2006,62.77979,3671796.26872,Limited service
SLE,Sierra Leone,rural,Hygiene,2006,67.09541,2460358.17045,Limited service
SLE,Sierra Leone,urban,Hygiene,2006,55.5263,1211438.09009,Limited service
SLE,Sierra Leone,total,Sanitation,2006,27.36203,1600320.57961,Limited service
SLE,Sierra Leone,rural,Sanitation,2006,17.41705,638675.34123,Limited service
SLE,Sierra Leone,urban,Sanitation,2006,44.07703,961645.25722,Limited service
SLE,Sierra Leone,total,Drinking water,2006,6.66413,389764.64654,Limited service
SLE,Sierra Leone,rural,Drinking water,2006,3.88401,142424.82322,Limited service
SLE,Sierra Leone,urban,Drinking water,2006,11.33683,247339.82859,Limited service
SLE,Sierra Leone,total,Hygiene,2006,25.90262,1514964.37514,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2006,25.07494,919486.4873,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2006,27.29374,595477.88941,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2006,23.17948,1355696.57447,Open defecation
SLE,Sierra Leone,rural,Sanitation,2006,33.3969,1224648.92845,Open defecation
SLE,Sierra Leone,urban,Sanitation,2006,6.00657,131047.62665,Open defecation
SLE,Sierra Leone,total,Sanitation,2006,10.22476,598014.78706,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2006,5.78403,212097.82722,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2006,17.68851,385916.96826,Safely managed service
SLE,Sierra Leone,total,Drinking water,2006,6.16149,360366.76439,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2006,3.21791,117999.39361,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2006,11.10891,242367.37636,Safely managed service
SLE,Sierra Leone,total,Drinking water,2006,30.54096,1786246.66488,Surface water
SLE,Sierra Leone,rural,Drinking water,2006,44.64666,1637172.7046,Surface water
SLE,Sierra Leone,urban,Drinking water,2006,6.83281,149073.93355,Surface water
SLE,Sierra Leone,total,Sanitation,2006,37.58725,2198362.29097,Unimproved
SLE,Sierra Leone,rural,Sanitation,2006,43.36704,1590249.3779,Unimproved
SLE,Sierra Leone,urban,Sanitation,2006,27.87287,608112.90212,Unimproved
SLE,Sierra Leone,total,Drinking water,2006,16.10456,941906.11509,Unimproved
SLE,Sierra Leone,rural,Drinking water,2006,19.06369,699056.91227,Unimproved
SLE,Sierra Leone,urban,Drinking water,2006,11.131,242849.19721,Unimproved
SLE,Sierra Leone,total,Hygiene,2008,11.38997,702233.87656,Basic service
SLE,Sierra Leone,rural,Hygiene,2008,7.82965,298919.06457,Basic service
SLE,Sierra Leone,urban,Hygiene,2008,17.17996,403314.81942,Basic service
SLE,Sierra Leone,total,Sanitation,2008,1.757,108325.86851,Basic service
SLE,Sierra Leone,rural,Sanitation,2008,0.04751,1813.66749,Basic service
SLE,Sierra Leone,urban,Sanitation,2008,4.53709,106512.20458,Basic service
SLE,Sierra Leone,total,Drinking water,2008,42.56796,2624473.18895,Basic service
SLE,Sierra Leone,rural,Drinking water,2008,31.63803,1207871.33153,Basic service
SLE,Sierra Leone,urban,Drinking water,2008,60.34285,1416601.88024,Basic service
SLE,Sierra Leone,total,Hygiene,2008,62.69024,3865086.52433,Limited service
SLE,Sierra Leone,rural,Hygiene,2008,67.09541,2561557.50005,Limited service
SLE,Sierra Leone,urban,Hygiene,2008,55.5263,1303529.01509,Limited service
SLE,Sierra Leone,total,Sanitation,2008,28.57826,1761956.02829,Limited service
SLE,Sierra Leone,rural,Sanitation,2008,18.53137,707487.50556,Limited service
SLE,Sierra Leone,urban,Sanitation,2008,44.91709,1054468.5437,Limited service
SLE,Sierra Leone,total,Drinking water,2008,7.08882,437051.94304,Limited service
SLE,Sierra Leone,rural,Drinking water,2008,4.21571,160946.85325,Limited service
SLE,Sierra Leone,urban,Drinking water,2008,11.76122,276105.09579,Limited service
SLE,Sierra Leone,total,Hygiene,2008,25.91979,1598051.59911,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2008,25.07494,957306.75965,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2008,27.29374,640744.84123,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2008,22.12524,1364103.14406,Open defecation
SLE,Sierra Leone,rural,Sanitation,2008,32.04495,1223406.78958,Open defecation
SLE,Sierra Leone,urban,Sanitation,2008,5.99323,140696.33377,Open defecation
SLE,Sierra Leone,total,Sanitation,2008,10.77509,664324.38014,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2008,6.24131,238279.77157,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2008,18.14818,426044.61803,Safely managed service
SLE,Sierra Leone,total,Drinking water,2008,6.7608,416828.36381,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2008,3.97377,151709.81726,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2008,11.29323,265118.55236,Safely managed service
SLE,Sierra Leone,total,Drinking water,2008,27.35732,1686680.32902,Surface water
SLE,Sierra Leone,rural,Drinking water,2008,40.39746,1542287.56328,Surface water
SLE,Sierra Leone,urban,Drinking water,2008,6.15068,144392.73853,Surface water
SLE,Sierra Leone,total,Sanitation,2008,36.76441,2266662.579,Unimproved
SLE,Sierra Leone,rural,Sanitation,2008,43.13486,1646795.59005,Unimproved
SLE,Sierra Leone,urban,Sanitation,2008,26.40441,619866.97565,Unimproved
SLE,Sierra Leone,total,Drinking water,2008,16.22511,1000338.17518,Unimproved
SLE,Sierra Leone,rural,Drinking water,2008,19.77503,754967.75894,Unimproved
SLE,Sierra Leone,urban,Drinking water,2008,10.45202,245370.40883,Unimproved
SLE,Sierra Leone,total,Hygiene,2016,18.38322,1359658.12179,Basic service
SLE,Sierra Leone,rural,Hygiene,2016,13.05181,567347.64013,Basic service
SLE,Sierra Leone,urban,Hygiene,2016,25.98335,792310.47738,Basic service
SLE,Sierra Leone,total,Sanitation,2016,2.23808,165532.40958,Basic service
SLE,Sierra Leone,rural,Sanitation,2016,0.10041,4364.52205,Basic service
SLE,Sierra Leone,urban,Sanitation,2016,5.2854,161167.88581,Basic service
SLE,Sierra Leone,total,Drinking water,2016,50.02917,3700252.72959,Basic service
SLE,Sierra Leone,rural,Drinking water,2016,40.73714,1770798.04028,Basic service
SLE,Sierra Leone,urban,Drinking water,2016,63.27531,1929454.68186,Basic service
SLE,Sierra Leone,total,Hygiene,2016,26.77257,1980149.88561,Limited service
SLE,Sierra Leone,rural,Hygiene,2016,26.86732,1167892.325,Limited service
SLE,Sierra Leone,urban,Hygiene,2016,26.6375,812257.56068,Limited service
SLE,Sierra Leone,total,Sanitation,2016,33.33312,2465380.87285,Limited service
SLE,Sierra Leone,rural,Sanitation,2016,22.89534,995234.90333,Limited service
SLE,Sierra Leone,urban,Sanitation,2016,48.21255,1470145.96115,Limited service
SLE,Sierra Leone,total,Drinking water,2016,8.78904,650053.88125,Limited service
SLE,Sierra Leone,rural,Drinking water,2016,5.45914,237302.6473,Limited service
SLE,Sierra Leone,urban,Drinking water,2016,13.53593,412751.23128,Limited service
SLE,Sierra Leone,total,Hygiene,2016,54.84421,4056381.99261,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2016,60.08087,2611648.77427,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2016,47.37916,1444733.22254,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2016,18.10408,1339012.16501,Open defecation
SLE,Sierra Leone,rural,Sanitation,2016,26.63717,1157888.1491,Open defecation
SLE,Sierra Leone,urban,Sanitation,2016,5.93985,181124.02276,Open defecation
SLE,Sierra Leone,total,Sanitation,2016,13.05497,965570.04718,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2016,8.16091,354745.81581,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2016,20.03161,610824.22745,Safely managed service
SLE,Sierra Leone,total,Drinking water,2016,9.53397,705150.51823,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2016,7.78269,338304.8372,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2016,12.03048,366845.67962,Safely managed service
SLE,Sierra Leone,total,Drinking water,2016,15.16394,1121553.47838,Surface water
SLE,Sierra Leone,rural,Drinking water,2016,23.40066,1017200.74389,Surface water
SLE,Sierra Leone,urban,Drinking water,2016,3.42219,104352.74111,Surface water
SLE,Sierra Leone,total,Sanitation,2016,33.26976,2460694.50538,Unimproved
SLE,Sierra Leone,rural,Sanitation,2016,42.20617,1834655.34912,Unimproved
SLE,Sierra Leone,urban,Sanitation,2016,20.53058,626039.16344,Unimproved
SLE,Sierra Leone,total,Drinking water,2016,16.48388,1219179.39255,Unimproved
SLE,Sierra Leone,rural,Drinking water,2016,22.62037,983282.47074,Unimproved
SLE,Sierra Leone,urban,Drinking water,2016,7.7361,235896.92673,Unimproved
SLE,Sierra Leone,total,Hygiene,2017,19.27514,1456663.05423,Basic service
SLE,Sierra Leone,rural,Hygiene,2017,13.70458,604466.66856,Basic service
SLE,Sierra Leone,urban,Hygiene,2017,27.08377,852196.43526,Basic service
SLE,Sierra Leone,total,Sanitation,2017,2.30316,174054.55678,Basic service
SLE,Sierra Leone,rural,Sanitation,2017,0.10733,4734.20694,Basic service
SLE,Sierra Leone,urban,Sanitation,2017,5.38119,169320.35646,Basic service
SLE,Sierra Leone,total,Drinking water,2017,50.88786,3845703.48443,Basic service
SLE,Sierra Leone,rural,Drinking water,2017,41.79554,1843472.13911,Basic service
SLE,Sierra Leone,urban,Drinking water,2017,63.63319,2002231.47368,Basic service
SLE,Sierra Leone,total,Hygiene,2017,22.33327,1687772.5478,Limited service
SLE,Sierra Leone,rural,Hygiene,2017,21.8388,963242.16542,Limited service
SLE,Sierra Leone,urban,Hygiene,2017,23.0264,724530.43713,Limited service
SLE,Sierra Leone,total,Sanitation,2017,33.91714,2563190.11211,Limited service
SLE,Sierra Leone,rural,Sanitation,2017,23.43034,1033439.87915,Limited service
SLE,Sierra Leone,urban,Sanitation,2017,48.6172,1529750.32051,Limited service
SLE,Sierra Leone,total,Drinking water,2017,9.00321,680391.32393,Limited service
SLE,Sierra Leone,rural,Drinking water,2017,5.60518,247227.31067,Limited service
SLE,Sierra Leone,urban,Drinking water,2017,13.76644,433164.03678,Limited service
SLE,Sierra Leone,total,Hygiene,2017,58.39159,4412776.39797,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2017,64.45662,2842982.25777,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2017,49.88983,1569794.03586,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2017,17.62233,1331756.98624,Open defecation
SLE,Sierra Leone,rural,Sanitation,2017,25.9612,1145068.2275,Open defecation
SLE,Sierra Leone,urban,Sanitation,2017,5.93318,186688.79799,Open defecation
SLE,Sierra Leone,total,Sanitation,2017,13.3495,1008850.26213,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2017,8.41104,370985.10592,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2017,20.27208,637865.19104,Safely managed service
SLE,Sierra Leone,total,Drinking water,2017,9.91913,749609.42914,Safely managed service
